"_id","content","created_time","id","nickname"
"5d8ad60e3c6b180d8b73aa0b","1","25/9/2019 02:50:54.241","5d7bd9183c6b180d8b73aa07","1"
"5dc038ff3c6b180d8b73aa15","希望自己在十一月能顺利！","4/11/2019 14:43:11.177","5dc032e33c6b180d8b73aa14","Hope"
"5dc62f553c6b180d8b73aa17","先找到是getPageLang哪一行，这个应该是使用  someArry.join  时， someArray是初始值undefined，导致出现这个提示。该someArray应该是由ObjectgetPageLang返回的。从你给出的报错信息上只能看出来这些东西。","9/11/2019 03:15:33.011","5dadb3ba3c6b180d8b73aa11","FuFu"
